VegetableType,Distrcit,Rainfall,MaximumTemperature,MinimumTemperature, RelativeHumidity,Pressure,Extent,Production
carrot,badulla,670.1069714,29.18,22.67,88.11,97.61,19.8,277.5
carrot,badulla,330.7216286,31.25,23.25,80.79,97.81,29,407.4
carrot,badulla,723.9981143,29.05,22.58,72.02,97.98,19,268.7
carrot,badulla,248.7953714,33.59,23.75,86.55,97.67,34.2,506.7
carrot,badulla,1611.152143,27.48,21.25,86.85,97.65,14.1,193.2
carrot,badulla,3527.865571,25.94,18.72,88.92,97.58,11.1,136.1
carrot,badulla,4061.039886,25.47,17.85,95.63,97.32,10.4,127.1
carrot,badulla,2860.272,26.35,19.34,82.86,97.77,11.7,150.1
carrot,badulla,5600.423986,24.68,17.14,94.44,97.37,9.2,107.9
carrot,badulla,2243.431971,26.98,20.47,90.8,97.54,12.8,170.4
carrot,badulla,1482.356457,27.6,21.45,85.59,97.7,14.3,200.9
carrot,badulla,278.5615571,31.8,23.62,87.03,97.64,31.7,462.8
carrot,badulla,1256.5916,27.94,21.75,90.42,97.55,15.2,211.9
carrot,badulla,1551.281714,27.55,21.37,82.95,97.79,14.2,198.2
carrot,badulla,1831.929214,27.26,20.89,82.31,97.75,13.5,182.4
carrot,badulla,462.6542714,30.4,23.06,79.32,97.84,23.9,339.6
carrot,badulla,36.1082429,32.55,24.5,84.58,97.73,51.1,764.7
carrot,badulla,1199.665586,28.06,21.83,83.67,97.74,15.4,215.7
carrot,badulla,459.8939,30.44,23.08,81.23,97.8,24.1,342.1
carrot,badulla,384.4656,30.91,23.09,72.59,97.96,26.6,378.5
carrot,badulla,649.7605429,29.29,22.7,85.3,97.7,20,283.5
carrot,badulla,428.6257571,30.64,23.38,80.26,97.82,25.3,361.1
carrot,badulla,312.5936857,31.43,23.53,75.04,97.92,30,420
carrot,badulla,230.7325286,34.01,23.82,85.64,97.69,35.1,522.9
carrot,badulla,789.6635429,28.84,22.41,84.35,97.72,18,258.5
carrot,badulla,483.1345286,30.21,23.02,79.74,97.83,23.2,328.9
carrot,badulla,344.9390857,31.13,23.19,76.31,97.9,28.2,397.5
carrot,badulla,377.3287286,30.92,23.11,77.23,97.88,26.9,379.5
carrot,badulla,311.6787571,31.44,23.54,74.63,97.93,30.1,426.2
carrot,badulla,1116.160986,28.13,21.92,86.93,97.65,15.8,224.9
carrot,badulla,674.7513857,29.16,22.66,83.57,97.78,19.6,275.4
carrot,badulla,634.2882286,29.33,22.73,82.95,97.77,20.1,285.6
carrot,badulla,108.2449714,32.2,24.29,65.81,98.09,44.5,655.4
carrot,badulla,148.6305143,33.04,24.13,67.66,98.06,40.1,589
carrot,badulla,141.3987571,33.1,24.14,67.43,98.06,41.1,596.8
carrot,badulla,721.0142857,29.1,22.6,83.74,97.74,19.1,270.4
carrot,badulla,1310.279757,27.85,21.67,87.87,97.62,15,209.3
carrot,badulla,2855.903771,26.35,19.39,91.85,97.51,11.8,150.4
carrot,badulla,276.1982286,31.84,23.62,73.11,97.96,32,465
carrot,badulla,627.0403286,29.36,22.73,82.85,97.77,20.2,286.3
carrot,badulla,1626.686429,27.46,21.2,88.72,97.59,14.1,193
carrot,badulla,780.3546857,28.86,22.43,84.29,97.72,18.1,260.3
carrot,badulla,4296.7441,25.31,17.54,94,97.39,10.1,121.9
carrot,badulla,1644.787086,27.45,21.18,88.85,97.59,14,191.7
carrot,badulla,5305.230229,24.8,17.23,95.18,97.33,9.5,113.9
carrot,badulla,2321.684571,26.85,20.25,93.54,97.45,12.6,166.1
carrot,badulla,477.5947143,30.28,23.03,79.54,97.83,23.5,334.7
carrot,badulla,21.466,35.12,24.67,60.85,98.2,54.9,799.7
carrot,badulla,2411.225986,26.75,20.08,90.73,97.54,12.5,161.7
carrot,badulla,467.5964714,30.33,23.05,79.4,97.84,23.6,337.8
carrot,badulla,84.5587286,32.27,24.32,65.43,98.1,44.9,677.3
carrot,badulla,594.4627714,29.52,22.79,82.18,97.76,20.8,294.2
carrot,badulla,15.1520429,35.34,24.87,59.55,98.23,58,811.4
carrot,badulla,223.9128143,34.17,23.86,71.15,97.99,35.4,525.3
carrot,badulla,146.5247714,33.05,24.13,67.64,98.06,40.2,590.1
carrot,badulla,200.8572429,32.67,23.96,69.81,98.02,37.8,540.9
carrot,badulla,13.6333143,35.47,24.91,58.63,98.25,58.4,813.5
carrot,badulla,672.5576571,29.17,22.66,83.55,97.78,19.7,276.2
carrot,badulla,140.7992571,33.11,24.14,67.3,98.06,41.1,597.7
carrot,badulla,931.4551,28.5,22.21,85.74,97.69,16.9,238.6
carrot,badulla,540.7148429,29.92,22.9,81.14,97.8,22,307.8
carrot,badulla,2231.105429,27.03,20.5,92.97,97.47,12.8,173
carrot,badulla,947.9189857,28.45,22.16,85.91,97.68,16.7,237.2
carrot,badulla,341.4650429,31.15,23.2,76.23,97.9,28.3,401.5
carrot,badulla,201.9233571,32.65,23.94,69.96,98.02,37.7,538.3
carrot,badulla,318.1328571,31.35,23.51,75.04,97.93,29.7,414.6
carrot,badulla,440.5051143,30.57,23.34,78.56,97.86,25,355.4
carrot,badulla,1119.093686,28.13,21.91,86.94,97.65,15.7,224.4
carrot,badulla,962.9714714,28.43,22.15,85.97,97.68,16.6,236.6
carrot,badulla,549.6707286,29.79,22.89,81.28,97.79,21.8,304.2
carrot,badulla,557.4585857,29.71,22.87,81.61,97.79,21.4,302.6
carrot,badulla,730.9809286,28.99,22.56,84.57,97.73,18.8,268.1
carrot,badulla,1247.265914,27.95,21.78,87.42,97.63,15.2,212.3
carrot,badulla,853.7255,28.63,22.31,85.31,97.7,17.5,251.2
carrot,badulla,465.5562714,30.36,23.05,79.39,97.84,23.7,338.2
carrot,badulla,542.6272429,29.89,22.9,81.18,97.8,22,306.7
carrot,badulla,185.7537571,32.83,24,69.06,98.04,38.8,564.4
carrot,badulla,366.3943,30.95,23.14,77.04,97.89,27.2,385.1
carrot,badulla,428.3164429,30.64,23.39,78.31,97.86,25.3,363.5
carrot,badulla,527.6344571,29.96,22.92,80.91,97.8,22.2,312.4
carrot,badulla,1623.291471,27.48,21.25,88.71,97.59,14.1,193.2
carrot,badulla,389.7792286,30.89,23.27,77.36,97.88,26.5,377
carrot,badulla,541.8153,29.9,22.9,81.16,97.8,22,307.1
carrot,badulla,408.5360286,30.76,23.45,78.1,97.87,25.8,368.7
carrot,badulla,660.9421429,29.22,22.67,83.44,97.78,19.8,281.5
carrot,badulla,541.3634571,29.91,22.9,81.15,97.8,22,307.7
carrot,badulla,890.5789,28.57,22.24,85.61,97.69,17.1,242.6
carrot,badulla,212.6773429,34.3,23.9,70.77,98,35.6,528.4
carrot,badulla,682.9940286,29.14,22.65,83.61,97.75,19.6,274.9
carrot,badulla,1314.278586,27.84,21.67,87.88,97.62,15,207.4
carrot,badulla,477.9762429,30.24,23.03,79.6,97.83,23.3,334.3
carrot,badulla,3584.407471,25.89,18.55,90.29,97.55,11,135.9
carrot,badulla,3794.945757,25.64,18.21,90.38,97.55,10.7,134.2
carrot,badulla,4784.386729,25.14,17.39,94.31,97.37,9.9,120.3
carrot,badulla,459.3283429,30.44,23.08,79.11,97.84,24.1,342.4
carrot,badulla,354.3167571,31.05,23.18,76.5,97.9,27.9,393.3
carrot,badulla,1351.421943,27.78,21.65,87.98,97.62,14.8,205.6
carrot,badulla,1275.908543,27.9,21.71,87.74,97.62,15.1,210.1
carrot,badulla,1269.953486,27.93,21.73,87.6,97.62,15.2,210.8
carrot,badulla,2933.737171,26.24,19.19,92.06,97.5,11.6,146.3
carrot,badulla,674.6941,29.17,22.66,83.56,97.78,19.6,275.8
carrot,badulla,352.1493714,31.1,23.18,76.42,97.9,28.1,395.6
carrot,badulla,446.3896143,30.52,23.32,78.7,97.85,24.9,349.6
carrot,badulla,500.5308143,30.07,22.97,80.38,97.82,22.6,320.6
carrot,badulla,876.7200571,28.58,22.26,85.51,97.7,17.2,244.2
carrot,badulla,212.0705143,34.33,23.9,70.74,98,35.7,528.9
carrot,badulla,221.4197143,34.25,23.88,71.12,98,35.5,526.6
carrot,badulla,20.1595571,35.17,24.68,60.68,98.21,56.7,799.7
carrot,badulla,25.9470571,35.01,24.57,61.48,98.18,52.6,776
carrot,badulla,42.7588,32.49,24.43,64.08,98.14,49.1,712.9
carrot,badulla,75.0092143,32.31,24.34,65.36,98.11,45,680
carrot,badulla,1263.259214,27.94,21.74,87.59,97.63,15.2,210.8
carrot,badulla,1072.630171,28.2,21.97,86.81,97.66,15.9,226.7
carrot,badulla,241.3062,33.65,23.76,71.64,97.98,34.6,512.4
carrot,badulla,315.3909429,31.4,23.52,74.87,97.93,29.9,418.3
carrot,badulla,626.5459143,29.38,22.74,82.81,97.77,20.2,286.3
carrot,badulla,1150.037786,28.11,21.89,87.04,97.64,15.7,221.2
carrot,badulla,2206.230129,27.05,20.56,92.93,97.47,13,173.6
carrot,badulla,1975.115729,27.16,20.78,89.93,97.56,13.2,179.9
carrot,badulla,1592.655371,27.51,21.28,88.61,97.59,14.1,193.5
carrot,badulla,899.6225286,28.55,22.24,85.65,97.69,17.1,241.9
carrot,badulla,458.0917143,30.44,23.08,79.11,97.85,24.1,342.7
carrot,badulla,766.3226,28.9,22.47,84,97.72,18.2,264
carrot,badulla,639.5927286,29.31,22.71,83.05,97.78,20,284.2
carrot,badulla,431.5701714,30.61,23.37,78.36,97.86,25.2,359.7
carrot,badulla,332.7146143,31.23,23.24,76,97.91,28.9,406.6
carrot,badulla,281.6034,31.75,23.6,73.24,97.96,31.7,460.4
carrot,badulla,652.2239857,29.26,22.69,83.23,97.78,19.9,282.5
carrot,badulla,603.6967286,29.48,22.77,82.3,97.75,20.6,292.5
carrot,badulla,582.6635429,29.62,22.81,81.97,97.76,21,298.2
carrot,badulla,177.1797143,32.89,24.04,68.22,98.04,39.2,571.2
carrot,badulla,428.2473714,30.65,23.4,78.3,97.87,25.4,363.5
carrot,badulla,783.6328286,28.85,22.42,84.32,97.72,18,259.8
carrot,badulla,502.9970571,30.05,22.97,80.42,97.82,22.6,320.2
carrot,badulla,427.0477429,30.67,23.4,78.29,97.87,25.5,364
carrot,badulla,312.8445429,31.43,23.53,74.73,97.93,30,420
carrot,badulla,285.0058571,31.74,23.6,73.29,97.95,31.4,454.8
carrot,badulla,1126.192729,28.12,21.9,86.98,97.65,15.7,222
carrot,badulla,2374.118286,26.77,20.12,93.82,97.43,12.6,163.2
carrot,badulla,1455.620743,27.64,21.47,88.28,97.6,14.5,201.6
carrot,badulla,208.0850571,34.62,23.91,70.59,98,36.6,533.1
carrot,badulla,276.3147286,31.81,23.62,73.12,97.96,31.9,464.1
carrot,badulla,3572.833514,25.9,18.66,90.28,97.55,11,136.1
carrot,badulla,1385.792429,27.75,21.62,88.1,97.61,14.8,204.7
carrot,badulla,917.2142,28.51,22.21,85.72,97.69,16.9,239.1
carrot,badulla,1480.184186,27.61,21.45,88.31,97.6,14.4,201.1
carrot,badulla,7208.066314,23.63,15.7,96.45,97.12,8.6,107.4
carrot,badulla,2211.443943,27.04,20.56,92.94,97.47,12.9,173.3
carrot,badulla,1119.228214,28.13,21.9,86.94,97.65,15.7,223.7
carrot,badulla,538.2126857,29.92,22.9,81.14,97.8,22.1,307.8
carrot,badulla,2378.25,26.76,20.1,93.92,97.42,12.5,162.6
carrot,badulla,2819.046971,26.37,19.44,91.76,97.51,11.8,150.6
carrot,badulla,2943.744186,26.23,19.18,92.17,97.5,11.6,145
carrot,badulla,2242.137914,27.02,20.48,93.04,97.47,12.8,170.6
carrot,badulla,822.6447429,28.76,22.37,84.99,97.71,17.8,255.9
carrot,badulla,1031.108229,28.29,22.02,86.58,97.67,16.1,228.8
carrot,badulla,2288.355786,26.95,20.38,93.23,97.46,12.8,170
carrot,badulla,2180.193971,27.06,20.58,92.92,97.48,13,173.9
carrot,badulla,932.8063143,28.48,22.21,85.75,97.69,16.8,238.1
carrot,badulla,339.0714857,31.19,23.21,76.18,97.91,28.5,403.5
carrot,badulla,1015.6695,28.34,22.08,86.45,97.67,16.2,230.2
carrot,badulla,60.4582857,32.4,24.41,64.4,98.14,47,711.1
carrot,badulla,1428.180543,27.69,21.52,88.21,97.61,14.6,202.4
carrot,badulla,2372.653314,26.78,20.12,93.78,97.43,12.6,163.4
carrot,badulla,2016.550171,27.14,20.75,89.94,97.56,13.2,179.9
carrot,badulla,593.1923571,29.53,22.79,82.14,97.76,20.8,294.7
carrot,badulla,1107.904229,28.13,21.93,86.92,97.65,15.8,225.2
carrot,badulla,2563.519157,26.69,19.89,91,97.53,12.2,158.9
carrot,badulla,1872.178186,27.21,20.86,89.75,97.56,13.3,180.7
carrot,badulla,399.6459143,30.78,23.46,77.88,97.87,25.9,371.8
carrot,badulla,259.1484429,33.35,23.73,72.14,97.97,33.5,481.8
carrot,badulla,400.1199714,30.78,23.46,77.91,97.87,25.9,370.7
carrot,badulla,716.0980857,29.1,22.61,83.73,97.74,19.2,270.5
carrot,badulla,536.7074286,29.92,22.91,81.12,97.8,22.1,308.2
carrot,badulla,362.0959286,30.97,23.16,76.83,97.89,27.5,389.3
carrot,badulla,289.1622,31.64,23.58,73.5,97.95,31.3,452.8
carrot,badulla,203.8318143,32.65,23.93,70.09,98.01,37.7,535.5
carrot,badulla,211.3804286,34.34,23.9,70.74,98,36,529.6
carrot,badulla,162.2264429,32.95,24.07,68.08,98.05,39.5,576.2
carrot,badulla,824.0972429,28.73,22.37,85.01,97.71,17.7,255.4
carrot,badulla,204.0496857,32.65,23.92,70.15,98.01,37.4,534.7
carrot,badulla,611.6344857,29.46,22.76,82.47,97.75,20.4,290.5
carrot,badulla,330.4638286,31.26,23.25,75.7,97.92,29.1,408.8
carrot,badulla,435.5444429,30.6,23.36,78.43,97.86,25.1,358.5
carrot,badulla,824.2115857,28.73,22.36,85.08,97.71,17.7,255.4
carrot,badulla,552.3420286,29.76,22.89,81.38,97.79,21.6,303.3
carrot,badulla,386.1508571,30.9,23.28,77.32,97.88,26.6,377.8
carrot,badulla,322.8894429,31.34,23.51,75.12,97.92,29.6,413
carrot,badulla,1853.702471,27.24,20.88,89.73,97.57,13.4,181.3
carrot,badulla,199.8571,32.67,23.97,69.65,98.02,38,542.3
carrot,badulla,129.2763286,31.99,24.21,66.53,98.08,42.8,628.4
carrot,badulla,238.6800286,33.69,23.79,71.41,97.99,34.7,513.9
carrot,badulla,854.3138429,28.63,22.31,85.33,97.7,17.4,251.1
carrot,badulla,703.6734286,29.11,22.62,83.69,97.74,19.3,271.7
carrot,badulla,2418.827857,26.75,20.07,90.75,97.54,12.5,161.6
carrot,badulla,1647.869343,27.42,21.15,88.92,97.58,13.9,190.7
carrot,badulla,1678.5245,27.39,21.07,89.05,97.58,13.8,188.2
carrot,badulla,521.4914143,29.99,22.94,80.82,97.81,22.3,315.1
carrot,badulla,2036.269743,27.13,20.7,92.33,97.49,13.1,179.8
carrot,badulla,889.1662286,28.58,22.25,85.6,97.7,17.1,243.6
carrot,badulla,741.5867429,28.96,22.55,84.71,97.73,18.5,266.8
carrot,badulla,1683.889986,27.37,21.04,89.22,97.58,13.8,187.5
carrot,badulla,2729.322557,26.39,19.49,91.63,97.51,11.9,152.6
carrot,badulla,166.6816286,32.94,24.05,68.09,98.05,39.5,573.4
carrot,badulla,401.5995143,30.77,23.45,78.02,97.87,25.8,369.8
carrot,badulla,376.7364143,30.92,23.11,77.22,97.88,26.9,379.5
carrot,badulla,232.4763714,33.85,23.81,71.3,97.99,35,517.9
carrot,badulla,342.5562429,31.14,23.2,76.28,97.9,28.3,401
carrot,badulla,650.1670286,29.29,22.7,83.16,97.78,20,283
carrot,badulla,1063.677386,28.2,21.97,86.78,97.66,15.9,227.1
carrot,badulla,661.1410714,29.21,22.67,83.48,97.78,19.8,280.9
carrot,badulla,29.5805714,32.55,24.55,61.68,98.17,52,771.6
carrot,badulla,671.5694857,29.18,22.67,83.54,97.78,19.7,276.8
carrot,badulla,61.6425857,32.36,24.4,64.51,98.13,46.8,704.5
carrot,badulla,391.0267571,30.87,23.26,77.52,97.87,26.3,376.3
carrot,badulla,30.6230143,32.55,24.54,61.76,98.17,51.3,766.2
carrot,badulla,132.9394,33.29,24.18,66.78,98.07,42.4,606.3
carrot,badulla,613.6491,29.45,22.75,82.56,97.77,20.4,289.9
carrot,badulla,991.4498857,28.38,22.12,86.35,97.67,16.4,232.4
carrot,badulla,788.1604143,28.85,22.41,84.33,97.72,18,259.1
carrot,badulla,1229.732314,27.97,21.79,87.36,97.63,15.3,212.7
carrot,badulla,288.0081714,31.71,23.58,73.5,97.95,31.3,452.8
carrot,badulla,135.7657,33.19,24.18,66.92,98.07,42.3,604.1
carrot,badulla,69.1581857,32.33,24.39,64.53,98.12,45.9,694.2
carrot,badulla,1038.462014,28.24,22,86.71,97.66,16,227.8
carrot,badulla,1020.507286,28.33,22.06,86.47,97.67,16.2,229.8
carrot,badulla,487.3199714,30.2,23.01,79.88,97.83,23.1,327.9
carrot,badulla,784.0494857,28.85,22.41,84.32,97.72,18,259.8
carrot,badulla,268.5160571,31.9,23.66,72.8,97.96,32.8,470.9
carrot,badulla,614.2741,29.44,22.75,82.61,97.77,20.3,289.9
carrot,badulla,526.5987714,29.96,22.93,80.9,97.8,22.3,313.2
carrot,badulla,730.3038143,29,22.56,84.55,97.73,18.8,268.2
carrot,badulla,638.8305429,29.31,22.71,82.98,97.78,20,284.8
carrot,badulla,325.6839286,31.3,23.5,75.5,97.92,29.2,410.9
carrot,badulla,137.3005714,33.17,24.16,67.06,98.07,41.3,600.9
carrot,badulla,264.0580714,31.96,23.71,72.27,97.97,33.4,480.4
carrot,badulla,756.1701286,28.92,22.51,84.81,97.72,18.3,266
carrot,badulla,346.3033857,31.12,23.19,76.34,97.9,28.2,396.9
carrot,badulla,829.9300714,28.71,22.36,85.14,97.71,17.6,255.4
carrot,badulla,700.8712857,29.12,22.63,83.67,97.74,19.4,273.1
carrot,badulla,457.6646,30.45,23.09,79.1,97.85,24.1,342.9
carrot,badulla,386.9149286,30.89,23.28,77.33,97.88,26.5,377.5
carrot,badulla,571.9846857,29.65,22.83,81.88,97.76,21.2,301.1
carrot,badulla,143.3913429,33.08,24.14,67.44,98.06,40.4,594.3
carrot,badulla,1226.712114,28.02,21.8,87.27,97.63,15.3,214.2
carrot,badulla,3026.1818,26.22,19.12,92.25,97.5,11.6,144.5
carrot,badulla,736.8824714,28.97,22.55,84.67,97.73,18.7,267.3
carrot,badulla,4164.099643,25.37,17.65,93.93,97.42,10.3,122.4
carrot,badulla,1479.119929,27.62,21.45,88.3,97.6,14.4,201.2
carrot,badulla,723.8997714,29.05,22.59,83.82,97.74,19,268.8
carrot,badulla,784.8900143,28.85,22.41,84.33,97.72,18,259.6
carrot,badulla,1398.530657,27.74,21.6,88.14,97.61,14.7,204.7
carrot,badulla,1804.5595,27.32,20.99,89.46,97.57,13.5,183.5
carrot,badulla,187.5332,32.83,23.99,69.2,98.04,38.7,564.4
carrot,badulla,3688.0362,25.74,18.51,90.33,97.55,10.9,135.6
carrot,badulla,4341.0062,25.28,17.54,94.1,97.39,10,121.8
carrot,badulla,1894.269529,27.19,20.82,89.88,97.56,13.3,180.3
carrot,badulla,3206.368243,26.09,18.98,90.11,97.56,11.4,143.7
carrot,badulla,78.2303714,32.3,24.33,65.36,98.11,45,679.4
carrot,badulla,1034.5432,28.27,22.02,86.61,97.66,16.1,228.2
carrot,badulla,236.9634429,33.7,23.79,71.38,97.99,34.8,514.6
carrot,badulla,725.1166143,29.04,22.58,83.84,97.74,19,268.7
carrot,badulla,864.8673714,28.61,22.3,85.36,97.7,17.3,250.6
carrot,badulla,918.7479143,28.5,22.21,85.73,97.69,16.9,238.6
carrot,badulla,40.3149571,32.51,24.46,62.75,98.16,50.6,723.4
carrot,badulla,758.1571571,28.91,22.5,84.44,97.72,18.3,265.8
carrot,badulla,1532.076757,27.57,21.37,88.45,97.6,14.2,198.7
carrot,badulla,185.4933286,32.85,24.01,69.05,98.04,38.9,564.7
carrot,badulla,825.242,28.72,22.36,85.1,97.71,17.6,255.4
carrot,badulla,208.9,34.44,23.91,70.64,98,36.5,532.2
carrot,badulla,1035.214414,28.26,22.01,86.69,97.66,16,228.2
carrot,badulla,1036.188214,28.26,22.01,86.69,97.66,16,228.2
carrot,badulla,325.8582286,31.28,23.26,75.59,97.92,29.1,410.1
carrot,badulla,1376.109543,27.75,21.62,88.09,97.61,14.8,205.3
carrot,badulla,1560.6052,27.55,21.35,88.48,97.59,14.2,198.2
carrot,badulla,1167.9257,28.1,21.87,87.09,97.64,15.6,217.3
carrot,badulla,640.2766714,29.31,22.7,83.05,97.78,20,284.1
carrot,badulla,684.6405,29.14,22.65,83.62,97.75,19.6,274.8
carrot,badulla,556.3298571,29.73,22.87,81.55,97.79,21.5,302.9
carrot,badulla,562.1324571,29.7,22.87,81.64,97.79,21.4,302.6
carrot,badulla,395.5593571,30.83,23.49,77.71,97.87,26,375
carrot,badulla,494.8728571,30.1,22.99,80.1,97.82,22.9,324
carrot,badulla,394.4580714,30.84,23.26,77.69,97.87,26.1,375.3
carrot,badulla,590.2371571,29.57,22.8,82.1,97.76,20.9,295.8
carrot,badulla,280.2631143,31.78,23.6,73.23,97.96,31.7,460.5
carrot,badulla,368.1022857,30.94,23.14,77.1,97.89,27.2,382.2
carrot,badulla,284.1462286,31.74,23.6,73.27,97.95,31.5,456.4
carrot,badulla,618.2464714,29.43,22.75,82.69,97.77,20.3,289
carrot,badulla,332.7419571,31.23,23.24,76.07,97.91,28.9,406.3
carrot,badulla,261.7149571,33.32,23.71,72.25,97.97,33.5,481
carrot,badulla,604.8983857,29.47,22.77,82.33,97.75,20.5,292.1
carrot,badulla,806.9454286,28.8,22.38,84.89,97.72,17.8,256.5
carrot,badulla,984.9121143,28.39,22.13,86.34,97.67,16.5,233.9
carrot,badulla,492.0640714,30.19,23,79.96,97.83,23.1,325.3
carrot,badulla,153.185,32.98,24.13,67.7,98.06,40,581.5
carrot,badulla,276.0036429,31.84,23.63,73.1,97.96,32.1,465.8
carrot,badulla,250.6640714,33.53,23.75,71.94,97.98,34.2,504.8
carrot,badulla,721.2022714,29.07,22.6,83.76,97.74,19.1,270.1
carrot,badulla,938.1138,28.47,22.18,85.85,97.68,16.8,237.4
carrot,badulla,662.1602571,29.21,22.67,83.51,97.78,19.8,277.5
carrot,badulla,512.3499714,30.03,22.95,80.66,97.81,22.4,317.9
carrot,badulla,1022.248043,28.33,22.05,86.5,97.67,16.2,229.6
carrot,badulla,729.5268714,29.01,22.57,84.54,97.73,18.8,268.2
carrot,badulla,1355.204429,27.77,21.64,88.04,97.62,14.8,205.6
carrot,badulla,2022.004471,27.13,20.71,92.28,97.5,13.2,179.9
carrot,badulla,752.9499714,28.94,22.52,84.74,97.73,18.4,266.4
carrot,badulla,3086.215971,26.19,19.02,89.95,97.56,11.5,144.1
carrot,badulla,460.9378571,30.42,23.07,79.15,97.84,24.1,342
carrot,badulla,807.6176857,28.79,22.38,84.91,97.71,17.8,256.5
carrot,badulla,492.8624571,30.14,22.99,80.04,97.82,23,324.2
carrot,badulla,3821.5966,25.6,18.2,90.38,97.55,10.7,131.7
carrot,badulla,493.3353,30.13,22.99,80.06,97.82,23,324.2
carrot,badulla,726.7364571,29.03,22.58,84.46,97.74,18.9,268.7
carrot,badulla,201.6127857,32.65,23.94,69.91,98.02,37.7,539.3
carrot,badulla,15.8040143,35.27,24.79,59.67,98.23,57.5,801.8
carrot,badulla,372.4032571,30.93,23.14,77.15,97.89,27,381
carrot,badulla,812.2854143,28.78,22.38,84.95,97.71,17.8,256.1
carrot,badulla,227.5197286,34.12,23.84,71.19,97.99,35.2,523.9
carrot,badulla,70.9862571,32.32,24.36,64.69,98.12,45.9,686.1
carrot,badulla,297.8686286,31.61,23.56,73.77,97.94,30.9,445.4
carrot,badulla,173.7932857,32.9,24.04,68.19,98.04,39.4,571.5
carrot,badulla,128.789,31.99,24.22,66.44,98.08,42.9,628.4
carrot,badulla,475.2739,30.32,23.04,79.46,97.84,23.5,336.7
carrot,badulla,356.4990857,31.02,23.17,76.69,97.89,27.7,391.8
carrot,badulla,517.9688714,30.02,22.95,80.76,97.81,22.4,317.8
carrot,badulla,1806.586014,27.32,20.97,89.47,97.57,13.5,183.4
carrot,badulla,2898.338829,26.24,19.22,91.94,97.5,11.6,147.7
carrot,badulla,366.4116571,30.94,23.14,77.05,97.89,27.2,384.1
carrot,badulla,159.3825571,32.95,24.07,68.07,98.05,39.6,576.2
carrot,badulla,642.2944857,29.3,22.7,83.06,97.78,20,284
carrot,badulla,1039.0825,28.23,22,86.72,97.66,16,227.7
carrot,badulla,503.7673571,30.05,22.97,80.43,97.82,22.5,320.2
carrot,badulla,278.1484,31.8,23.62,73.2,97.96,31.8,463.7
carrot,badulla,313.1614429,31.41,23.53,74.73,97.93,29.9,418.9
carrot,badulla,934.7147429,28.48,22.2,85.77,97.69,16.8,238
carrot,badulla,343.3309,31.14,23.2,76.29,97.9,28.2,399
carrot,badulla,334.0844714,31.22,23.22,76.11,97.91,28.8,405.6
carrot,badulla,289.4478571,31.62,23.57,73.57,97.94,31.2,451.5
carrot,badulla,511.2993,30.03,22.96,80.6,97.81,22.5,318.8
carrot,badulla,555.6876286,29.74,22.89,81.39,97.79,21.6,303.3
carrot,badulla,632.1698714,29.34,22.73,82.92,97.77,20.1,285.6
carrot,badulla,1324.612457,27.82,21.65,87.91,97.62,14.9,206.3
carrot,badulla,338.8520286,31.2,23.21,76.17,97.91,28.6,404.6
carrot,badulla,950.4522,28.45,22.16,85.94,97.68,16.7,237.1
carrot,badulla,443.7610429,30.55,23.32,78.68,97.86,24.9,350.6
carrot,badulla,453.4412143,30.46,23.29,79.05,97.85,24.3,343.5
carrot,badulla,1014.017943,28.34,22.08,86.42,97.67,16.3,230.3
carrot,badulla,3955.692086,25.53,17.99,90.43,97.54,10.5,130.5
carrot,badulla,532.4480429,29.93,22.91,81.06,97.8,22.2,309
carrot,badulla,1657.330657,27.41,21.08,89.05,97.58,13.8,188.2
carrot,badulla,1707.461943,27.36,21.02,89.29,97.58,13.6,185.8
carrot,badulla,2097.908014,27.12,20.67,92.55,97.49,13.1,179.2
carrot,badulla,779.2061857,28.88,22.43,84.18,97.72,18.1,260.5
carrot,badulla,978.9342143,28.41,22.15,86.08,97.67,16.5,235.3
carrot,badulla,2295.289386,26.91,20.37,93.38,97.46,12.8,169.8
carrot,badulla,2121.2607,27.08,20.61,92.63,97.49,13,177.4
carrot,badulla,708.0826714,29.11,22.62,83.71,97.74,19.2,271.6
carrot,badulla,1445.275957,27.64,21.49,88.28,97.61,14.6,201.7
carrot,badulla,1653.908229,27.41,21.09,89.05,97.58,13.8,188.5
carrot,badulla,2344.3899,26.84,20.24,93.61,97.44,12.6,165.6
carrot,badulla,823.8918143,28.75,22.37,85,97.71,17.7,255.6
carrot,badulla,259.3770286,33.35,23.73,72.21,97.97,33.5,481.8
carrot,badulla,268.9463286,31.9,23.65,72.88,97.96,32.8,469.7
carrot,badulla,197.0765,32.74,23.97,69.36,98.03,38.3,557.7
carrot,badulla,831.3714143,28.69,22.35,85.19,97.71,17.6,254.1
carrot,badulla,951.5725857,28.44,22.16,85.94,97.68,16.7,237
carrot,badulla,1881.114343,27.2,20.85,89.85,97.56,13.3,180.5
carrot,badulla,65.1487571,32.34,24.4,64.51,98.13,46.1,695.2
carrot,badulla,3393.043243,26.02,18.82,90.17,97.55,11.2,137.2
carrot,badulla,399.0881143,30.79,23.47,77.8,97.87,26,372.8
carrot,badulla,391.2274286,30.86,23.26,77.58,97.87,26.3,376.2
carrot,badulla,146.0875286,33.05,24.13,67.58,98.06,40.3,593.1
carrot,badulla,314.0230143,31.4,23.53,74.84,97.93,29.9,418.9
